epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,83.937,1.93018,2.92009,1.0167,0.46227,0.38859,0.37383,0.19003,1.93917,3.1612,1.2261,0.000604,0.000604,0.000604
42,86.6756,1.87598,3.2187,1.01651,0.50573,0.39122,0.38626,0.19267,1.92232,3.13127,1.21383,0.0005941,0.0005941,0.0005941
43,89.3055,1.83228,3.05624,1.01915,0.51342,0.39885,0.39633,0.19782,1.90347,3.11726,1.20578,0.0005842,0.0005842,0.0005842
44,91.259,1.75585,2.76674,0.97927,0.50808,0.43409,0.40509,0.20513,1.88031,3.09067,1.1951,0.0005743,0.0005743,0.0005743
45,93.2118,1.82478,3.15124,1.01198,0.51409,0.44998,0.41718,0.21135,1.87393,3.03822,1.19151,0.0005644,0.0005644,0.0005644
46,95.0963,1.69639,2.83745,0.97633,0.52074,0.46136,0.43803,0.21867,1.87867,2.98154,1.19439,0.0005545,0.0005545,0.0005545
47,96.9869,1.86171,2.71265,0.99807,0.52762,0.4645,0.45663,0.21619,1.91081,2.92729,1.21136,0.0005446,0.0005446,0.0005446
48,98.7904,1.79345,2.79371,0.99999,0.52496,0.51604,0.46783,0.21495,1.92117,2.8822,1.21608,0.0005347,0.0005347,0.0005347
49,100.584,1.86396,2.7126,0.98357,0.53648,0.50932,0.46638,0.22002,1.90132,2.84627,1.20885,0.0005248,0.0005248,0.0005248
50,102.58,1.80114,2.86957,1.01829,0.51879,0.50209,0.46735,0.23103,1.87716,2.84837,1.19834,0.0005149,0.0005149,0.0005149
51,104.522,1.78276,2.58908,0.97277,0.54083,0.49581,0.46751,0.23384,1.86451,2.84466,1.19799,0.000505,0.000505,0.000505
52,106.324,1.83448,2.8216,0.98028,0.55001,0.49589,0.46835,0.23682,1.86163,2.84323,1.19849,0.0004951,0.0004951,0.0004951
53,108.19,1.64636,2.49497,0.96471,0.57489,0.47628,0.46369,0.23869,1.8568,2.84432,1.19278,0.0004852,0.0004852,0.0004852
54,110.119,1.81341,2.55449,0.93871,0.58689,0.48477,0.47079,0.2403,1.85484,2.81014,1.18861,0.0004753,0.0004753,0.0004753
55,112.126,1.73089,2.59531,0.95477,0.56804,0.49763,0.47797,0.24474,1.86327,2.78331,1.19331,0.0004654,0.0004654,0.0004654
56,113.886,1.55359,2.32534,0.94104,0.56014,0.51257,0.48722,0.24843,1.87341,2.75218,1.20048,0.0004555,0.0004555,0.0004555
57,115.71,1.67512,2.60126,1.0178,0.55039,0.52412,0.4925,0.24931,1.86769,2.70874,1.2028,0.0004456,0.0004456,0.0004456
58,117.571,1.67168,2.39252,0.95808,0.54046,0.55714,0.5116,0.25806,1.85716,2.65654,1.19645,0.0004357,0.0004357,0.0004357
59,119.333,1.56986,2.38691,0.9648,0.55703,0.54131,0.51826,0.26479,1.85801,2.60901,1.19722,0.0004258,0.0004258,0.0004258
60,121.182,1.67353,2.33399,0.95508,0.58554,0.55238,0.53724,0.27378,1.85212,2.57364,1.18805,0.0004159,0.0004159,0.0004159
61,123.142,1.65299,2.32177,0.95329,0.58495,0.55076,0.54205,0.27172,1.85061,2.55338,1.18167,0.000406,0.000406,0.000406
62,125.63,1.55975,2.32455,0.93355,0.58442,0.57184,0.54396,0.27508,1.85274,2.5425,1.1788,0.0003961,0.0003961,0.0003961
63,128.05,1.54537,2.09409,0.93275,0.59734,0.59197,0.55246,0.27428,1.84838,2.52964,1.18011,0.0003862,0.0003862,0.0003862
64,129.858,1.61703,2.35926,0.93946,0.59187,0.59455,0.56161,0.28494,1.84208,2.50814,1.18244,0.0003763,0.0003763,0.0003763
65,131.586,1.54992,2.21384,0.94152,0.62522,0.55392,0.56736,0.28371,1.8528,2.49895,1.19392,0.0003664,0.0003664,0.0003664
66,133.48,1.58388,2.3206,0.93578,0.69128,0.55564,0.56775,0.2771,1.87232,2.51442,1.2037,0.0003565,0.0003565,0.0003565
67,135.22,1.61772,2.25438,0.94599,0.66687,0.56894,0.57265,0.27833,1.87046,2.52354,1.20224,0.0003466,0.0003466,0.0003466
68,136.969,1.63906,2.25244,0.9378,0.6685,0.57581,0.58746,0.2877,1.85117,2.495,1.19813,0.0003367,0.0003367,0.0003367
69,138.865,1.50962,2.14222,0.91268,0.64238,0.59547,0.59296,0.2917,1.83904,2.48002,1.19454,0.0003268,0.0003268,0.0003268
70,140.642,1.56554,2.23065,0.94557,0.66566,0.58678,0.59652,0.29372,1.8354,2.47072,1.19315,0.0003169,0.0003169,0.0003169
71,142.366,1.55615,2.1702,0.93351,0.69407,0.57639,0.59817,0.29509,1.84072,2.45655,1.19452,0.000307,0.000307,0.000307
72,144.075,1.70204,2.33472,0.92625,0.71438,0.57534,0.59971,0.28905,1.85872,2.44707,1.20183,0.0002971,0.0002971,0.0002971
73,145.987,1.43959,1.99118,0.95808,0.68916,0.57676,0.59747,0.28531,1.86537,2.46323,1.2078,0.0002872,0.0002872,0.0002872
74,147.71,1.488,2.13915,0.9491,0.64697,0.5947,0.5901,0.27849,1.87507,2.48429,1.21683,0.0002773,0.0002773,0.0002773
75,149.476,1.62657,2.2689,0.95888,0.64267,0.58968,0.59114,0.2815,1.87597,2.48436,1.22118,0.0002674,0.0002674,0.0002674
76,151.179,1.55622,2.0417,0.92361,0.63377,0.5962,0.59034,0.28582,1.86533,2.48229,1.21309,0.0002575,0.0002575,0.0002575
77,153.077,1.49145,2.09743,0.90856,0.64016,0.5885,0.59171,0.28762,1.8667,2.4776,1.21133,0.0002476,0.0002476,0.0002476
78,154.856,1.52229,2.13401,0.96232,0.65881,0.56972,0.59544,0.28789,1.86519,2.47572,1.21481,0.0002377,0.0002377,0.0002377
79,156.719,1.47185,1.98182,0.9245,0.65938,0.60123,0.5958,0.28879,1.86479,2.46109,1.21685,0.0002278,0.0002278,0.0002278
80,158.467,1.51628,1.99386,0.94068,0.67382,0.59228,0.5955,0.28477,1.87872,2.47096,1.22357,0.0002179,0.0002179,0.0002179
81,160.27,1.5545,2.1441,0.94098,0.66691,0.57718,0.57913,0.27748,1.8971,2.46433,1.22854,0.000208,0.000208,0.000208
82,162.521,1.48341,1.97819,0.96326,0.68193,0.5821,0.59174,0.28282,1.87913,2.45242,1.22176,0.0001981,0.0001981,0.0001981
83,164.678,1.54776,1.96877,0.94968,0.70604,0.57519,0.59923,0.2875,1.85757,2.43178,1.21074,0.0001882,0.0001882,0.0001882
84,166.874,1.58951,1.98954,0.94436,0.73375,0.57435,0.59991,0.29622,1.84085,2.42307,1.20269,0.0001783,0.0001783,0.0001783
85,168.78,1.47882,1.96235,0.89782,0.7185,0.58352,0.6043,0.2996,1.82818,2.41508,1.19353,0.0001684,0.0001684,0.0001684
86,170.701,1.41122,1.88788,0.91237,0.70824,0.59704,0.61097,0.30686,1.82154,2.389,1.18963,0.0001585,0.0001585,0.0001585
87,172.451,1.47166,1.8664,0.91298,0.70587,0.6078,0.61214,0.30363,1.82349,2.37981,1.18836,0.0001486,0.0001486,0.0001486
88,174.266,1.45286,2.01019,0.92768,0.72099,0.59423,0.60643,0.30181,1.83886,2.40507,1.19655,0.0001387,0.0001387,0.0001387
89,176.207,1.37032,1.89057,0.90168,0.72635,0.57418,0.60199,0.29854,1.85408,2.42015,1.20771,0.0001288,0.0001288,0.0001288
90,177.934,1.43453,1.96052,0.91911,0.74283,0.56458,0.5986,0.29271,1.87243,2.43349,1.21757,0.0001189,0.0001189,0.0001189
91,181.553,1.57442,2.35605,0.96258,0.74756,0.54699,0.58474,0.28463,1.90268,2.46307,1.23721,0.000109,0.000109,0.000109
92,183.727,1.4787,2.20577,0.97041,0.64651,0.57595,0.56093,0.27479,1.93629,2.48656,1.25749,9.91e-05,9.91e-05,9.91e-05
93,185.387,1.54312,2.402,0.96394,0.66483,0.56872,0.55686,0.26403,1.98149,2.51459,1.28016,8.92e-05,8.92e-05,8.92e-05
94,187.058,1.38076,2.14386,0.93731,0.66131,0.56551,0.553,0.25267,2.02187,2.52365,1.29966,7.93e-05,7.93e-05,7.93e-05
95,188.731,1.52808,2.24563,0.98776,0.67367,0.56706,0.56461,0.25626,2.02338,2.496,1.29998,6.94e-05,6.94e-05,6.94e-05
96,190.449,1.36837,2.00859,0.94247,0.76287,0.53357,0.57844,0.26372,1.99405,2.45517,1.28575,5.95e-05,5.95e-05,5.95e-05
97,192.144,1.43712,2.21195,0.93492,0.72788,0.56279,0.58905,0.27631,1.95572,2.40969,1.27011,4.96e-05,4.96e-05,4.96e-05
98,193.781,1.38898,2.07796,0.93039,0.75043,0.57768,0.62191,0.2907,1.92641,2.38494,1.25903,3.97e-05,3.97e-05,3.97e-05
99,195.498,1.46775,2.23128,0.95191,0.7487,0.59035,0.63003,0.29675,1.89644,2.36063,1.24542,2.98e-05,2.98e-05,2.98e-05
100,197.276,1.44844,2.16147,0.93725,0.74843,0.58218,0.62673,0.29568,1.89955,2.36959,1.24861,1.99e-05,1.99e-05,1.99e-05
