epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,140.107,1.84135,3.64858,1.00837,0.4254,0.21927,0.23554,0.10547,2.10476,4.01246,1.28735,0.0002971,0.0002971,0.0002971
73,142.031,1.87595,4.05768,1.08763,0.39287,0.24126,0.24631,0.10887,2.10317,3.97129,1.28264,0.0002872,0.0002872,0.0002872
74,143.887,1.81531,3.65354,0.97255,0.37954,0.24761,0.25282,0.11411,2.09238,3.93482,1.27552,0.0002773,0.0002773,0.0002773
75,145.82,1.68905,3.5638,1.07417,0.37954,0.24761,0.25282,0.11411,2.09238,3.93482,1.27552,0.0002674,0.0002674,0.0002674
76,147.696,1.78689,3.36914,1.00794,0.34977,0.27108,0.2572,0.1172,2.07701,3.86621,1.26769,0.0002575,0.0002575,0.0002575
77,149.62,1.87668,3.51651,1.01536,0.34977,0.27108,0.2572,0.1172,2.07701,3.86621,1.26769,0.0002476,0.0002476,0.0002476
78,151.612,1.81783,3.9652,1.01339,0.3304,0.28516,0.25861,0.11939,2.0682,3.82047,1.26263,0.0002377,0.0002377,0.0002377
79,153.504,1.83534,3.43905,0.98719,0.3304,0.28516,0.25861,0.11939,2.0682,3.82047,1.26263,0.0002278,0.0002278,0.0002278
80,155.325,1.93334,3.38496,0.98371,0.30435,0.28362,0.26016,0.11687,2.0748,3.81396,1.26894,0.0002179,0.0002179,0.0002179
81,157.271,1.79742,3.41603,0.94703,0.30435,0.28362,0.26016,0.11687,2.0748,3.81396,1.26894,0.000208,0.000208,0.000208
82,159.101,1.88506,3.34665,1.0043,0.29355,0.28766,0.25625,0.11609,2.07736,3.80642,1.26724,0.0001981,0.0001981,0.0001981
83,160.953,1.70758,2.93585,0.98185,0.29355,0.28766,0.25625,0.11609,2.07736,3.80642,1.26724,0.0001882,0.0001882,0.0001882
84,163.129,1.66249,3.07713,0.96526,0.30484,0.28695,0.24974,0.11531,2.08156,3.80173,1.26522,0.0001783,0.0001783,0.0001783
85,165.03,1.60128,2.93202,1.01306,0.30484,0.28695,0.24974,0.11531,2.08156,3.80173,1.26522,0.0001684,0.0001684,0.0001684
86,167.001,1.65305,3.04012,0.95656,0.3086,0.29343,0.2475,0.11564,2.07555,3.79676,1.26456,0.0001585,0.0001585,0.0001585
87,168.965,1.6752,2.91599,0.99054,0.3086,0.29343,0.2475,0.11564,2.07555,3.79676,1.26456,0.0001486,0.0001486,0.0001486
88,170.866,1.82122,3.16452,0.97448,0.32251,0.29926,0.25394,0.11767,2.0776,3.80242,1.26311,0.0001387,0.0001387,0.0001387
89,172.816,1.71659,3.20346,1.01104,0.32659,0.30311,0.25187,0.11825,2.07151,3.8005,1.26047,0.0001288,0.0001288,0.0001288
